dataset_row,text,class
14799,"You got dykes, I got the Vic's",1
14800,U look like a dyke in ur pic lol,1
14801,&#8220;@LopezWhs: Niggas talk more then bitches these days&#8221;,1
14802,"@SoTrippyWhit right! These bitches be like ""damn I hope I get this job at Target"" BITCH DO BETTER!!! Still livin with ya momma ass hoe",1
14803,"Karma is the biggest bitch you'll ever meet, Keep pushing her buttons..........",1
14804,@iAM_tRoyal5 @treydayy_ @TeflonDon4200 @Bossman_Carl big bro thought he was on house party's pajama jam like a bitch http://t.co/djuvhsBy84,1
14805,@NabilAbuAmirah... he is a redneck fuck. This turd cutter is the lyinest of liars and his district is made up of yhe same...,1
14806,Been a trill nicca since a Lil nicca,1
14807,@kieffer_jason bitch didn't we just discuss this shit yesterday what time faget,1
14808,RT @TrueNovacane: Only pussy niggas wouldn't fuck with a chick if she has stretch marks..,2
14809,@Zhugstubble meet up eat bitch,1
14810,"@shrekkalove 
You speak colored too?
I thinks I be in love",0
14811,RT @VersaceSilk: When you and your boys discover a hoe https://t.co/nluZGQV3EQ,1
14812,RT @Magssca: &#8220;@uce_INA: @Magssca you aint gon take a pic tho&#8221; &#128133; not scared to I'm in a Japanese steakhouse tho bitch was walking quick,1
14813,"RT @RussOnPolitics: GOP nominee for #MAgov Charlie Baker's ""fisherman story"" falls apart. He deserves an Oscar for his play crying. http://&#8230;",0
14814,&#8220;@PutYa_Han_OnIt: &#8220;@Tweets_NOchill: Small titty bitches pierced nipples look like staples.&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;lmao,1
14815,"RT @chefpolio: ""I don't send nudes"" -- a bitch wit trash nudes",1
14816,never have I seen a toddler chug a water bottle so fast lol,0
14817,"RT @SportsCenter: BREAKING: Japanese ace Masahiro Tanaka will sign with the Yankees for seven years, $155 million. (via Fox Sports)",0
14818,@ResiDinero we some hoes bruhhh lol,1
14819,RT @lildurk_: I hate wen hoes lie and say I fucked em #signedtothestreets2,1
14820,#mt #goauche #monkey #oldpainting #vinyl #jazz #lounge http://t.co/hueH4HCxx7,0
14821,The fuck does a yellow cloud do?,1
14822,"RT @SunnyIgnant: Just a week ago, yall hoes wasn't sucking dick now yall all pros at it huj",1
14823,Just dropped dat fine ass woman @GingerDemoness. We has da best chicken eva. I spectin some lovin but she a lady and da colored thang,1
14824,"RT @GvldRve: &#8220;@Satisfied_x: ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly.&#8221; You ain't lyi&#8230;",1
14825,RT @SoTrippyWhit: &#8220;@laaaeee: I swear to god Whitney is a Regina George. &#128128; http://t.co/bttoCzQK5S&#8221; wow im a bitch &#128123;,1
14826,"Somebody toss this bitch a Dasani or something, gurl is #THIRSTY",1
14827,100 mile dead zone radius around Philly...gotta go to NY or DC RT @CeeRoss The tri state needs better bitches,1
14828,Someone please bring me Goldfish crackers,0
14829,You bitches got me all the way fucked up idc how many pineapples y'all eat your pussy still gon taste the same so give that shit up please,1
14830,"That's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts",1
14831,@Freegeezy17 shoot that nigger bitch in the knees....,1
14832,@bigDickdoane positive thoughts nig nog &#128522;,1
14833,RT @WheelTod: If life hands you a hot potato try throwing it at two birds.,0
14834,cant stand when a nicca pillow talk about you to a bitch,1
14835,RT @DBlockDeuce_215 My Face when bitches expect me to care http://t.co/hWnAH5bTW6,1
14836,&#8220;@Goldmind___: Smoke good weed with a bad bitch&#8221;&#128079;,1
14837,Nothing worse than a baby bitch pussy. Go fly a kite,1
14838,"If you ain't a hoe, get up out my trap house @Reptar_07 .",1
14839,Dam i just gotta hope that niggah dont snitch,1
14840,@JacobbBacker you don't know shit about me faggot bitch,2
14841,She gon look over these bitches like terms and conditions...,1
14842,why the fuck did twitter move the new tweet box to above the feed lol it looks fucking retarded,1
14843,RT @TheVoiceOfMiami #Fellas: Would you shit on a bitch if she asked you like that Biggie skit? + I'll take my dick and go home.,1
14844,"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",1
14845,Making brownies,0
14846,@GlitteredInPink hoe don't tweet me,2
14847,@SlumLord_Laffy bitch.....k?,1
14848,I feel like a swag fag w this shirt lmao http://t.co/P2x2qbejOh,1
14849,&#128514;&#128514;&#128514;&#128514;RT @KfromtheG: You a hoe if ya grandma got a tattoo.,1
14850,"RT @sadiiex_: @x_NWTS answer you phone hoe, I heard boutcha",1
14851,RT @LivingLegend10: &#8220;@_herLIPStho: &#8220;@keepupwithle: She got the body of a faggot . http://t.co/XkyO6DrMsH&#8221; &#128553;&#128557;&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,1
14852,Reaaallly wish I had more milk for Oreos. Lol,0
14853,RT @Kiaranicole_x: @_JoAries @Kash_WingateLFC @chanchan_ox babes we buy brazilian and Peruvian not Bengali,0
14854,I have no clothes that make me look like a redneck but I tried my best &#128514;,0
14855,Chicago niggas tell bitches anything when they tryna do dat mfa..!!&#128553;&#128514;&#128514; https://t.co/tJONJlJyM4,1
14856,I went from smart car to a bitch with some smart lips.,1
14857,RT @FuccSeth: @Huntermoore bitch doing a keg stand at this party http://t.co/mUKk3bOTtU,1
14858,Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail,0
14859,@goldietaylor @theGrio puppets like Don will intentionally and forever cripple our people's ability to unify a Eco and political consensus,0
14860,Let's run a train on this bitch,1
14861,If a chick wants me to eat her pussy then leave I'll accept gladly. Lol,1
14862,Really Barnicle? OJ or Anthony Weiner? MJ is a clown show for #teabaggers and the rich. Come on #msnbc do you want good ratings? #morningjoe,1
14863,@jaimescudi_ fucking bitch,1
14864,RT @rod4short: Bitch must have a 279.0 &amp; be related to Jesus then {@TheBSharp: GPA or Legacy RT @The_Lion_: How this bitch get in http://t.&#8230;,1
14865,"RT @tmoney_presa: *when bae sings ""it ain't nun to cut that bitch off"" with too much enthusiasm* http://t.co/CN0Vtrk8DA",1
14866,@IvetteBrianna_ I never said you was a hoe guilty consents ass girl,1
14867,RT @Guwopp1017: Bullying doesn't exist.....BITCH ASS PEOPLE EXIST! If you don't stand the fuck up for yourself &amp; stop being a pussy!,1
14868,"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",1
14869,@genuineMitzi @NonVictional fags.!,2
14870,This team is trash they never win,0
14871,Fucking with these hoes nigga don't be no dumby,2
14872,*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch,1
14873,@heyyayled dgaf hoe,1
14874,@kieffer_jason @NathannDevlin @zach_smith98 bitch I been in Plano every fuck weekend and you make excuses stfu and fight,1
14875,"she on my mind, can't get this bitch off my mind.",1
14876,All these bitches talk shit that's why bust em in they shit,1
14877,&#8220;@coltscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers,0
14878,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!,2
14879,&#8220;@__thaRealist: Lil bitty bitch&#8221; &#128079;&#128079;&#128079;&#128079;&#128079;lingo,1
14880,the #genesis of my tna watching is so bad I can't even mock-live tweet it,1
14881,"RT @RonONealDC: Lmaooooooo RT @basedamERICan: ""Ayo take this pic for me fam""

""You think the bitches gon fuck with this pic?"" http://t.co/k&#8230;",1
14882,RT @ChiefKeef: If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.,1
14883,"RT @JayDokter: ""@TwiterDeze_NUTS: Quote this with a funny caption http://t.co/XA48tCxiaO"" niggas gotta hit their side bitch with this in th&#8230;",1
14884,I've never had a Twinkie.,0
14885,RT @_theDarius: &#8220;@JetsAndASwisher: @_theDarius boy I was clean in them bitches.&#8221;you loved them damn sandals &#128514;,1
14886,Have you Eva asked a nicca where dey got sum fake designer frm,2
14887,RT @CantBeLocal: The 6 commandments of being a hoe http://t.co/85Z6PYXGpJ,1
14888,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/1xTCOome3v,0
14889,"These nigs is haters man, and I've made myself so easy to luv",1
14890,"RT @_jahmall_: &#8220;@_BlueUnicorns: Df Bruh http://t.co/EIvJYapKuD&#8221; ""go wash the dishes in the sink then come upstairs and eat this pussy""",1
14891,RT @Kstar__: Told you RT @Astronaut_Tone: Artprize is more than trash,0
14892,It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.,2
14893,"My job some hoes, how you gonna call at 7:34 talking bout come to work at 8 &#128530; ummm no I'm staying in bed.",1
14894,Talking shit like a hoe about huh so like a man ima murk you wen I see you,1
14895,Are you single but your pussy is in a relationship?,1
14896,"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;",1
14897,@chesteredits @nacbiller not as bad as a former PsyQo nigger THAT LIKES ANIME,1
14898,These hoes a fool too http://t.co/VSzbNDU4K0,1
14899,Jealousy will make a bitch do ANYTHING. Thirst will make a nigga do ANYTHING.,1
14900,"RT @AlmightyVinny_: ""I'm a soft more""&#128514;&#128514;&#128557; hoes dumb man",1
14901,"Typically hateful, anti-Christian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin http://t.co/tW9Nl5Hkmt",2
14902,Fuuuuuuuuck that bitch. #Snowpiercer,1
14903,"That bitch just walked off all like &#128129;
Wtf &#128514;&#128514;",1
14904,"RT @MoneyHG: I gota hand fulla brothers 
Trek gang bitch we hustle",1
14905,sorry me and @kazooook be fucking bitches and we hella icy,1
14906,99 problems but a bitch ain't 1,1
14907,RT @_chrisssssyxo: Bad bitch give me head like lice .,1
14908,"RT @SGT_WitDaJuice: Lame dude anyway ""@baeElectronica: bitch, bye &#128514; RT @WeAre_XCI: Dawg look at this shit http://t.co/Fu4DbQeotn""",1
14909,@EZadick don't fail bitch,1
14910,&#8220;@_getMEAUXmoney: Nobody cares about KIRK Bosley no&#8221;I care bout my cousin hoe,1
14911,@yooocaly *mormon hoes ;),1
14912,' Waaaaittt niggah holllll'up &#9995; these niggahs come to town start wife'n my old sluts &#1041204;&#1041204;&#1041204;&#1041210;&#1041210; .,1
14913,am i the inly one seeing Austin Rivers out play @theofficialeg10 bitch ass tonite?,1
14914,7:15 needs to hurry up . It's chilly in this bitch,1
14915,"RT @RappersSaid: When Kanye said ""I don't need your pussy, bitch. I'm on my own dick."" http://t.co/6eeLUmjbme",1
14916,RT @nickleberry_fin: You know a girl is a hoe if her Instagram isn't private,1
14917,"@GenuinelyOT you out yo mind. Rose colder than Kim, &amp; way more down to earth. Kanye bitch give him more problems than Wiz's does.",1
14918,You know a bitch mad when she throw her drink &#128514; now she got to find another nigga to buy her another one,1
14919,Rally's sound good af. But ion have no hoes so we can't take that ride &#128530;,1
14920,@isaabbellla haha you bitch &#128514; really tho it will be good to catch up yo ! It was pretty fun last time we chilled,1
14921,I'm happy I ain't that bitch I use to be,1
14922,@Trippy_Spiffy ayyyyyyeeeeee my nigga back in the bitch,1
14923,@TB12FAN that's what I thought pussy,1
14924,@RuizMaria15 you let me know then lol I'll go over and kill all them hoes,1
14925,"I know shit about everybody , I just don't care enough to speak on it but I suggest you bitches watch it forreal .",1
14926,@JRise88 @G_Anderson4 what do you want fag,2
14927,"RT @SexTaIk: When you have a good girl, say no to hoes",1
14928,RT @RahleeFranklin: This bitch got a body like Trey Songz &#128514; http://t.co/KSiqmY4W8D,1
14929,"RT @RickNothing: I love how ""twat"" is gender neutral.",1
14930,RT @NoChillPaz: The only girls that care about being a guys WCW are hoes,1
14931,@intheKCmix it's twitter.. That's what folks do.. Same folks be mad when someone calls them a nigger on here..,1
14932,"Humble personality, not a hoe. RT @LoveMeDarlingg: 21. Best non-physical feature the opposite sex can have?",1
14933,"RT @TheFactsBook: Twitter has a bird as its logo, that&#8217;s why when you join you&#8217;re an egg, and your home button is a birdhouse. Why am I ...",0
14934,@justezzzee bitch where u be fuck nigga,1
14935,Lmfao right!..RT @kohkohbxtchzz: You knew you was sidechick. Stop hating hoe.,1
14936,"I ain't got no pussy or weed, I'm on that bitch suck my dick diet",1
14937,"@pistol_pete96 @ZP3_ fuck y'all if you doubt me, I'm a piece of white trash I say it proudly",1
14938,Jungle Fever be my favorite movie. Dat white girl love dat colored mans thang. She take it hard and deep. Drive dat girls daddy wild crazy,1
14939,If a teacher gave me some pussy in elementary school I got to tell somebody.,1
14940,"RT @Dceni33: Not the ""farewell tour's"" fault everyone but three players underachieved for the Yankees this year.",0
14941,"RT @Amber_Raynexxx: Taking my dad to dinner...Watching the NHL awards at the sports bar while both my dad and I bitch about this ""LA kings""&#8230;",1
14942,And it's gotta be some ghetto fool :/,0
14943,Its funny how these hoes will be texting yo phone all day and then 3 days later have a boyfriend &#128514;,1
14944,# That son of a bitch moment when it rains and you forget your car windows are down,1
14945,I really am always there for my bitches and they know that &#128175;.,1
14946,"I got something for your ass, keep thinking I'm pussy",1
14947,@mightyfar they need to stop picking up UFCs trash though and build up there own fighters more.,0
14948,RT @rightwingertoo: Uh oh: California solar plant fries thousands of birds in mid-flight - Hot Air http://t.co/8ZQnLR5fH5,0
14949,this bitch... lol,1
14950,"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh",2
14951,See bitches ruin sports kobe don't play no damn football. Either you was looking to be mentioned for stupidity or ya momma a hoe. Or both.,1
14952,RT @MileyCyrus: i know what color my skin is. you can stop with the friendly reminders bitch.,1
14953,"@GWDrums @samzbikowski Oh, wait! *""can I get that photo of me playin with Creed's SIDE PROJECT by itself?"" My bad. Yeah, FOB is embarrassing",0
14954,RT @teekaydont_GAF: @WestSideFlee out here sending hoes clean off fse !!!!&#128514;&#128514;&#128514;&#128514;,1
14955,"If you don't know what yo bitch doing tuat ain't you bitch, Im just sayin.",1
14956,This lame azz napk nigga always talking bout he be the reason there always yellow tape upk in the turf&#8230; http://t.co/2lDIHA2A3a,1
14957,@Articulate_Aura bitches don't know if they wanna play basketball or look sexy bro,1
14958,My eyes brows finna be on fleekate fleek bitch &#128514;&#128514;&#128514;&#128514;,1
14959,Thinking that i care dont give a fuck bout you think ! &#128576; #wop,1
14960,RT @NerdAtCoolTable: Any chick that gets In a fight after the age 24 is a hoe,1
14961,@trix2343 okay bitch. Tomorrow in the principals office. Be there.,1
14962,Son of a bitch...,1
14963,"@finnj97 @estellerbabe_96 just admit you started the shit by calling her out, and that you're being a bitch, and we'll all move on &#128129;",1
14964,The English killed all the leprechauns. Thank God. Annoying little bastards.,1
14965,"My mentions &amp; tl moving fast af sorry if I'm flooding yo shit 
I'm lowkey tryna get off this hoe for yall",1
14966,Oh my god this bitch walked past me and legit smelled like a fish market!! TFEH TFEH TFEH&#128562;,1
14967,"&#128079; congrats you've turned a hoe into a housewife, don't get shitty when your guys start singing they hit it first. #ButThatsNoneOfMyBusiness",1
14968,"RT @UrbanEngIish: ""I'm grown"" = Let me be a hoe in peace.",1
14969,GOOD Music &gt;&gt;&gt;&gt;&gt; Young Money fags,1
14970,You see me bussing this bitch &#128064;&#128299;&#128584;&#128175;,1
14971,@brittbritt_naay &#128514; I'm a wexican,0
14972,RT @Rob_San9993: @214bighappy gunna have me screaming at bitches and shit..lol,1
14973,@shmapplemen haha yeah it's just gonna be a bitch going btw there and Illinois on leave mannn. I'm stoked they are tho,1
14974,RT @xDSmooth: I asked @1BookieG what's the definition of a preppy white girl and this niggah said Starbucks,1
14975,@HuffingtonPost looks like any other little porch monkey to me!,0
14976,"RT @iowahawkblog: If you call a player a ""pussy"" when he's sidelined by concussion, and a ""low class"" when he trash talks, you might be a f&#8230;",1
14977,@SteveWorks4You @tedcruz ted cruz..leader..lol lol lol lol lol OMG lol lol lol lol lol you are a funny ass redneck...lol lol lol lol #lol,1
14978,How could you do this to me bitch!!!,1
14979,"RT @MeechIsDEAD: I Cant Wait Till U &amp; Ya Boyfriend Break Up, That nigga act Like he own the pussy",1
14980,You little stupid ass bitch I ain't fuckin witchu.,1
14981,"@tranSactionRAP nigga what u talkn bout?? Tell them hoes get on they DJ UNK shit if they ain't sucking, walk it out",1
14982,Them hoes gone be called strvp,1
14983,There's a lot of big booty bitches at pharr gym &#128563;&#128584;&#127825;,1
14984,&#8220;@CMRE24 &#8220;Sum wrong with the pussy&#8221;- Sweets&#8221;smh,1
14985,RT @pambesteder: **WOW* according to this tweet by @Tarascan68 Obama must have been an Uncle Tom? http://t.co/Klcsgy9JPW,0
14986,&#8220;@PRAYINGFORHEAD: spongebob out here beating bitches up http://t.co/eWIHBSQEk8&#8221;@based_shinigami,1
14987,RT @ChiefCaitlin: I forgot ONE letter guys I promise I'm not an illiterate hillbilly &#128557;,1
14988,Except I used to be super tan and now I'm yellow/pale lol...,0
14989,Tripped balls on.lsd bitch!!!,1
14990,"Basically, so...just do you. *shrugs* RT @CruzanChoklate: So if you're worried about being a ho or looking like one, good luck.",1
14991,And vice versa RT @_Kimchanel_: 9/10 he has hoes,1
14992,Damn they act like Bron tore his ACL! Toughen up bitch! Lol,1
14993,When a girl asks me if I eat pussy... At first I don't even cause that's just a stupid question in itself,1
14994,Blows my mind how some guys have these model type girls then cheat on them with some ghetto hoe.,1
14995,RT @Adrian1_knowsu: @0124jessi lml se pasa de shunsha &#128536;&#128536;and no mi joda w ur bitch waaa &#128514;&#128514;,1
14996,RT @DCPlod: The paranoid fear of sharia on the right boils down to: Christian fundamentalists should be the sole oppressors and persecu ...,0
14997,You should not exist you piece of garbage,2
14998,RT @Mike_daniels_YG: My last bitch was 18...bitch came in da trap tryna Vine da Dope fuh likes...her funeral was 3 days after dat,1
14999,@Wisdom_Stature bitch we coulda been at the stores looking,1
15000,"&#8220;@BlueEyeBeaner: Vienna sausage clit http://t.co/YY1Gj6oeds&#8221; 

I suck dat bitch. Don&#8217;t y&#8217;all eva believe a colored man don&#8217;t eat no pussay",1
15001,Put a b&#299;tch pussy on first 48,1
15002,&#8220;@ttevy_8: i want affection 24/7 but i also want to be left alone 24/7... do you see the issue here?&#8221;fag,2
15003,Yeah you bitch &#128514;&#128514;&#128514;,1
15004,WTF is this chick singing the 7th inning stretch at the Giants game wearing? She's like a redneck Carmen Miranda. #nlds,1
15005,Joba Chamberlain looks like a homeless guy that won a contest. #Yankees,0
15006,They're calling it #Sandy because the wind is going to make a lot girls clams really sandy,1
15007,"I'll pay yall niggas to get lost, how much y'all hoe niggas gunna cost",1
15008,"RT @_mikaylahh: I asked @zzachbarness to get me pink bunnies one time, so he brought me yellow chicks...&#128048;&#128149;",0
15009,@el_prietito @lovexlilyy Them jigaboos aka homewreckers needs to get blocked!,2
15010,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus",1
15011,"RT @KxRxSxB: We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches",2
15012,That pussy sooo good &#128524;&#128149;,1
15013,@_dinora_e jk i would be a bitch if i got them done !,1
15014,"That nigga gucci always hits that hoe when he puts ""Rick James"" in a song, giving our nigga rick a shoutout #RIPRICK #RICKJAMESBITCH",1
15015,@Kummar_King I volunteer to be guinea pig and help test it out &#128527;&#128587;,0
15016,"They fail to realize Ion want ""Friends"" bitches switch up quiccer than I change the channel &#128175;",1
15017,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",1
15018,Iggy is trending. Twitter's trash today.,0
15019,@EricWithAHotDad faggot,1
15020,"Big Squawk: Q: when will DFL dump Ryan ""Uncle Tom"" Winkler? 
} Not going to happen Berg
Bleat on.
#mngop proud #stribpol #mnleg",0
15021,"I like good weed, I like bad bitches that can roll it..",1
15022,"@normingtonTJ @hollywood_ferg7 lmfao sorry bitch, no one likes you wes",1
15023,"Just don't be offended! It's a word, you're just a bitch who's looking for something to bitch about.",1
15024,@maddieevaans u call ur bestie a bitch I'm guessing she's a dog that barks too much,1
15025,@BlakeAnderson21 Rollin coal bitches ready to blow ready set GO!,1
15026,@KazAtta he jus need to go to brazil get himself a bad brazilian bitch and jus relax,1
15027,I hope you all accidentally get a fat black bitch pregnant,1
15028,22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??,0
15029,"@JimmyMcIver @jerrilyn71 @Doc_68W_ Just like ""FAT CHICKS NEED LOVE TOO"" I guess. 
Some Jeffrey Dommer Type would be all over that sloppy ho.",1
15030,"RT @roach_nigga: &#8220;@XiaoBiniiMessy: Can't believe I actually killed a cockroach.&#8221; smh you a bitch, that was probably ma nigga Eduardo",1
15031,"""Roberto you are one nasty hoe""",1
15032,Yo main bitch that's my side hoe !,1
15033,"Get my name tatted, right by ya pussy &#128137;&#128008;&#128700;",1
15034,I'm a twat,1
15035,"Pussy ass hoe niggas, I can't fuck wit y'all",1
15036,@WhereYoHussleAt &#128514;&#128557;&#128514;&#128557; @CayMarieee look at this shit imma bitch forreal &#9995;&#128527;,1
15037,"Why are nudes called nudes? I would rather be like "" hey girl send me the tits and ass hoe """,1
15038,@Alan_Casillas lol bitches from riverside to LA ahah,1
15039,I take it Notre Dame is still trash. http://t.co/fRTMYhu7bl,1
15040,@NeonTreezz @PoCBeauty ......so.....white people selling #African art? NOT COOL? Okay. #blackish #redskins #doublestandard,0
15041,Still don't give a fuck bout a bitch or her dude,1
15042,"RT @__SoulFlower: ""I'm against feminism I think men and women should be equal"" a bitch that don't know shit about feminism",1
15043,"I just heard my mom go ""she is up"" v annoyed bitch the fuck you expect I slept for how long and now I'm hungry bye felecia",1
15044,@Dswizzle3 naw u keep it 100% fake get yo lame ass on somwhere wigga hell no get on somwhere,1
15045,Okay so either @ScubaKitteh is a super dyke or has some weird car sex fetish.,1
15046,Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!,1
15047,"&#128563; RT @ariluvsall: Niccas y'all need lives, money, pussy, hobbies, or sum guidance ... Bunch of Petty miserable dick n a booty ass Boys ...",1
15048,Truuuuuuuuuuu facts both then niggaz is pussy nd I'll tag em both @meekmill nd cassidy r/p by my nigga let http://t.co/NhYODSpP,1
15049,Truuuuuuuuue RT @kanYeBreast: but bitch u fine tho RT @SheSeauxSaditty: I've been old all my old ass life. And that's fine.,1
15050,Know you didn't see it but I know you bitches heard it,1
15051,Niggas spend $500 just to look good for a bitch they wouldn't even buy 99 cent burger for,1
15052,"RT @LoyalHeart_: a nigga gone be a nigga im sorry, &amp; a hoe gone be a hoe regardless .",1
15053,@bbluedreamm @chris_cruz1 @Hunglikerobby_ Kenna stfu? Quit bein a bitch I was tellin Robby to stop?! God.,1
15054,That nigga talkin like a hoe Tell that bitch nigga speak up,1
15055,&#8220;@___Tamm: @VoiceOfDStreetz that wasn't me hoe azz boi&#8221; I'm (sniff sniff ) sorry (sniff sniff) http://t.co/CTmwGWEKNL,1
15056,@CountryRedBelle I thought you'd get the hint that we know you're a fake cunt and delete your fake account.,1
15057,@Midnight_Snacka u calling me a pussy but u not bout shit fuck all this talking let's pop shit off then,1
15058,@Nick_504_ fuck what a nigga gonna do I wanna see it and tell that nigga to stop acting like a bitch then,1
15059,RT @KallMe_Kenzo: A fufu bitch can't do nun for me but break my heart or set me up ..,1
15060,RT @SammyLightning_: Silencer up on that .30 that bitch don't make a sound,1
15061,What's up with all these bitches in bed clothes...? Walking the streets like that shit is cute.,1
15062,I love wearing fuzzy socks to work,0
15063,I like bad bitches thats my fucking problem,1
15064,#KanyeShrug lol &#8220;@ShainaRakia: Thots be like &#128073; RT @SMCo71: @ShainaRakia only great thing these bitches can offer &#128514;&#128514;&#128514;&#8221;,1
15065,So Sterling bitch gotta he a hoe.. aye she paid and you're...mad? Dont blame the bitch. She half black.,1
15066,they say you going too hard just rest ya eyes &amp; I'm just like why? bitch I ain't never seen Ben Franklin sleep,1
15067,Bond had the hoes and the money Bourne kicked ass no gadgets hawk always let a bitch die,1
15068,@rachh_burkhart talkin bout the retard your sittin on,1
15069,@RickBakas Not hard to...she's kind of a hoe. &#128513;,1
15070,"RT @__VIIXXIV &#128514;

Me: Baby I cooked
Bae: What's for dinner?
Me: That bitch you been texting http://t.co/GwT19xIXUz",1
15071,"RT @GucciManeQuote1: Gucci, you conceited bitch I might be
'Cause my chain so bright, Stevie Wonder might see",1
15072,I hear the birds in the summer breeze; I drive fast; I am alone at midnight.,0
15073,Ya last nicca couldn't beat it ... I hit it like a free throw!,1
15074,Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell,0
15075,@Alejandro_Bihhh lmaoooo hell naw bro I be up i haven't seen that hoe,1
15076,Dwight could've had me instead of that ugly young hoe&#128553;,1
15077,This bitch really has no filter &#128528;,1
15078,@MrMooncricket @RacistNegro69 rich? Haha u broke bitch. No women would ever fuck you. Lol.,1
15079,Taught me how to hate a bitch,1
15080,@Belbert11 @BuhrowAustin well looks like I'll be buying you two a big bitch box of Busch NA &#128129;,1
15081,@ActuarialReport We've tried. Each time we go he just sits there in silence and I cry like a bitch and sweat.,1
15082,im genuinely getting mad at this children's video game about mickey mouse and darkness and big keys,0
15083,@marcus2kings yeah hoe ass nigga &#128532;&#128532;&#128532;,1
15084,Receipts? RT @LoyalLamb85: I still remember that time Lawrence left me a vile voice mail. He was angry. Called me a ho and everything. Lol,1
15085,He totally fumbled that play what an idiot,1
15086,"&#8220;@goodbadguytim: &#8220;@100046729: This bitch Gmfu.&#8221;

You huh?&#8221; Huh lol",1
15087,Sexy ass yellow bone,1
15088,Going to get my ID today fucking finally I'll see you retards soon,1
15089,"RT @Realistt__: &#128525; &#8220;@Squirtology: Crazy things about the pussy that you should know &#128520;&#128520;

Make sure u know &#128073;&#128073; http://t.co/xOO7AjnD8y &#128072;&#128072; http:/&#8230;",1
15090,yall crazy hoes need jesus lol,1
15091,"RT @kekelovingmytwo: ""@1stBlocJeremiah: Good pussy change ya life! &#128514;&#128557;""",1
15092,@bonnoxxx nah she said you a fag,2
15093,I'm back bitches &#128513;&#128513;&#128513;&#128513;,1
15094,Everybody is being a bitch at my house,1
15095,Fuck these bitches RT @KingHorseDick: Stop women bashing RT @viaNAWF Them women don't exist in this generation.,1
15096,@Aydren cause you're a sexy bitch,1
15097,These bum ass bitches on my block drawin&#128530;,1
15098,@New_Dinero Alright pussy.,1
15099,RT @gillis_seth: Went to both lunches because of your bitch ass &#128530; @Trentdamanz,1
15100,Photo: Good morning ig &#8230;. Giving u white trash body &#128128;&#128128;&#128128; #turntup #webad #wepretty #gayvegas... http://t.co/dE9O4tttHS,1
15101,like a bitch wit no ass u ain't shit,1
15102,"""@worldwarzee_: these hoes ain't loyal.""",1
15103,RT @SheWilI: When you go to a college party and you don't see any bitches http://t.co/ACUT5eT3tU,1
15104,RT @Bugalou_: Y'all hoes would never get under my skin !!,1
15105,@ToddKincannon @dywanwii @scotja2 He's been drinking too much of that shitty Canadian hoser beer! #eh,1
15106,Angel stop rting that fugly bitch,1
15107,@crushwb sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.,1
15108,"@tonynolanlive ""There is a special time and place for decaf coffee: never and in the trash."" My family's motto about their java habits. &#9749;&#65039;",0
15109,RT @OfficialKingDre: bitch you guessed it https://t.co/DCsu5vQbpl,1
15110,"@Jpizzle651 I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!",0
15111,#FreeballoutPartyPart3 bitch it's going! 3 mo weeks&#128588;,1
15112,Rack city bitch !,1
15113,pay back a bitch aint it,1
15114,Im addicted to bad bitches like I never had bitches,1
